file	line	text
deliverables/BISOPRO-14_Executive_Sponsorship_Plan.md	470	- Regulatory relationship enhancement ("gold standard" program)
deliverables/BISOPRO-08_Job_Descriptions.md	2	title: "Job Descriptions"
deliverables/BISOPRO-08_Job_Descriptions.md	3	description: "Role specifications, competency requirements, and career progression frameworks for BISO positions"
deliverables/BISOPRO-08_Job_Descriptions.md	4	parent: "Phase 2: Structure"
deliverables/BISOPRO-08_Job_Descriptions.md	276	- Becoming the "catch-all" for miscellaneous IT or compliance tasks
deliverables/BISOPRO-08_Job_Descriptions.md	542	□ Q1: "Describe a complex security architecture you've designed or reviewed."
deliverables/BISOPRO-08_Job_Descriptions.md	546	□ Q2: "Walk me through your approach to risk assessment for a new business initiative."
deliverables/BISOPRO-08_Job_Descriptions.md	550	□ Q3: "How would you handle a security exception request from a business unit?"
deliverables/BISOPRO-08_Job_Descriptions.md	555	□ Present: "Your business unit wants to implement a new cloud-based customer platform..."
deliverables/BISOPRO-07_Reporting_Structure.md	2	title: "Reporting Structure"
deliverables/BISOPRO-07_Reporting_Structure.md	3	description: "Organizational reporting lines and communication channels for BISO program integration across business units"
deliverables/BISOPRO-07_Reporting_Structure.md	4	parent: "Phase 2: Structure"
deliverables/BISOPRO-07_Reporting_Structure.md	14	**Mission**: Establish dual-reporting BISO structure that balances security independence with business integration, creating "mini CISO" leaders who maintain objectivity while driving business-aligned security outcomes.
deliverables/BISOPRO-07_Reporting_Structure.md	42	- [Authority Framework](#authority-framework) - "Mini CISO" authority model and decision rights
deliverables/BISOPRO-07_Reporting_Structure.md	64	3. **Clear Authority**: Establish sufficient authority to act effectively as "mini CISO" per [Authority Framework](./BISOPRO-06_Authority_Framework.md#mini-ciso-concept)
deliverables/BISOPRO-07_Reporting_Structure.md	236	### "Mini CISO" Authority Model
deliverables/BISOPRO-01_Charter.md	2	title: "BISO Program Charter"
deliverables/BISOPRO-01_Charter.md	3	description: "Program authorization and governance framework establishing mission, scope, and authority for BISO implementation"
deliverables/BISOPRO-01_Charter.md	4	parent: "Phase 1: Foundation"
deliverables/BISOPRO-19_Training_Development_Programs.md	2	title: "Training & Development Programs"
deliverables/BISOPRO-19_Training_Development_Programs.md	3	description: "Comprehensive training program design for developing BISO capabilities across technical and business competencies"
deliverables/BISOPRO-19_Training_Development_Programs.md	4	parent: "Phase 3: Strategic Value"
README.md	2	title: "FS-ISAC BISO Program"
README.md	3	description: "Complete implementation framework with 30 interconnected documents for Business Information Security Officers in financial services"
README.md	10	## 🎯 **"BISO Program in a Box"**
docs/plans/2026-03-02-maturity-model-phase-aligned-redesign.md	56	git commit -m "Add maturity model redesign implementation plan"
docs/plans/2026-03-02-maturity-model-phase-aligned-redesign.md	85	git commit -m "Redesign maturity model around phase-based criteria"
docs/plans/2026-03-02-maturity-model-phase-aligned-redesign.md	107	- Ensure every “required resource” bullet is a clickable relative markdown link.
docs/plans/2026-03-02-maturity-model-phase-aligned-redesign.md	116	git commit -m "Replace stale maturity-model references with canonical links"
docs/plans/2026-03-02-maturity-model-phase-aligned-redesign.md	144	git commit -m "Normalize maturity model visual style and remove decorative emoji"
docs/plans/2026-03-02-maturity-model-phase-aligned-redesign.md	167	Run: `awk 'NR==1{prev=""} {if($0 ~ /^\|[^|]+\|/ && prev !~ /^\s*$/ && prev !~ /^\|/){print NR":"$0} prev=$0}' maturity/maturity_model.md`
docs/plans/2026-03-02-maturity-model-phase-aligned-redesign.md	173	git commit -m "Fix maturity model header and markdown rendering spacing"
docs/plans/2026-02-10-content-quality-sprint.md	37	- Demote financial ROI metrics to "Advanced Measurement" section
docs/plans/2026-02-10-content-quality-sprint.md	43	- Reframe from prescriptive ROI ($4.8M) to methodology ("build YOUR business case")
docs/plans/2026-02-10-github-pages-design.md	36	title: "FS-ISAC BISO Program"
docs/plans/2026-02-10-github-pages-design.md	37	description: "Complete implementation framework for Business Information Security Officers in financial services"
docs/plans/2026-02-10-github-pages-design.md	38	url: "https://fornado-greenhouse.github.io"
docs/plans/2026-02-10-github-pages-design.md	39	baseurl: "/fs-isac-biso-program"
docs/plans/2026-02-10-github-pages-design.md	52	back_to_top_text: "Back to top"
docs/plans/2026-02-10-github-pages-design.md	76	source "https://rubygems.org"
docs/plans/2026-02-10-github-pages-design.md	78	gem "jekyll", "~> 4.3"
docs/plans/2026-02-10-github-pages-design.md	79	gem "just-the-docs", "~> 0.10"
docs/plans/2026-02-10-github-pages-design.md	80	gem "jekyll-relative-links"
docs/plans/2026-02-10-github-pages-design.md	81	gem "jekyll-sitemap"
docs/plans/2026-02-10-github-pages-design.md	95	branches: ["main"]
docs/plans/2026-02-10-github-pages-design.md	104	group: "pages"
docs/plans/2026-02-10-github-pages-design.md	121	run: bundle exec jekyll build --baseurl "${{ steps.pages.outputs.base_path }}"
docs/plans/2026-02-10-github-pages-design.md	146	<meta name="google-site-verification" content="USER_PROVIDES_CODE" />
docs/plans/2026-02-10-github-pages-design.md	177	title: "BISO Program Charter"
docs/plans/2026-02-10-github-pages-design.md	178	description: "Program authorization and governance framework establishing mission, scope, and authority for BISO implementation"
docs/plans/2026-02-10-github-pages-design.md	179	parent: "Phase 1: Foundation"
docs/plans/2026-02-10-github-pages-design.md	187	title: "Quick Reference Guide"
docs/plans/2026-02-10-github-pages-design.md	188	description: "Concise reference for BISO program key concepts, processes, and decision frameworks"
docs/plans/2026-02-10-github-pages-design.md	189	parent: "Implementation Guides"
docs/plans/2026-02-10-github-pages-design.md	266	2. Set Source to **GitHub Actions** (not "Deploy from a branch")
docs/plans/2026-02-28-callout-system-design.md	17	| `.note` | Blue | Note | Context, cross-references, "see also" |
docs/plans/2026-02-28-callout-system-design.md	90	5. Appendix header (line 319, "For mature programs" italic) → `{: .maturity }` callout
docs/plans/2026-03-02-bisopro05-full-normalization-implementation.md	44	git commit -m "Add BISOPRO-05 full normalization implementation plan"
docs/plans/2026-03-02-bisopro05-full-normalization-implementation.md	75	git commit -m "Normalize BISOPRO-05 status and directional notation"
docs/plans/2026-03-02-bisopro05-full-normalization-implementation.md	103	git commit -m "Convert BISOPRO-05 trust and influence ASCII blocks to Markdown tables"
docs/plans/2026-03-02-bisopro05-full-normalization-implementation.md	136	git commit -m "Reformat BISOPRO-05 appendix templates into Markdown tables"
docs/plans/2026-03-02-bisopro05-full-normalization-implementation.md	147	awk 'NR==1{prev=""} {if($0 ~ /^\|[^|]+\|/ && prev !~ /^\s*$/ && prev !~ /^\|/ && prev !~ /^```/){print NR":"$0} prev=$0}' deliverables/BISOPRO-05_Success_Metrics.md
docs/plans/2026-03-02-bisopro05-full-normalization-implementation.md	168	git commit -m "Harden BISOPRO-05 markdown layout and table spacing"
docs/plans/2026-02-28-bisopro05-restructure-design.md	22	- "Measurement Excellence Standards" section cut (aspirational fluff)
docs/plans/2026-02-28-bisopro05-restructure-design.md	82	2. **Executive Summary** — NEW. Lead with "no industry-wide BISO metrics" philosophy (from current line 426). Emphasize relationships first.
docs/plans/2026-02-28-bisopro05-restructure-design.md	99	Assemble appendix from existing content, labeled "For Mature Programs":
docs/plans/2026-02-28-bisopro05-restructure-design.md	101	1. Section break: `---` + `## Appendix: Advanced Measurement Framework` + "For Mature Programs" label
docs/plans/2026-02-28-bisopro05-restructure-design.md	150	git commit -m "Completes FOR-244: Restructure BISOPRO-05 with relationship metrics first
docs/plans/2026-02-28-bisopro05-restructure-design.md	157	Co-Authored-By: Claude Opus 4.6 <noreply@anthropic.com>"
docs/plans/2026-02-28-bisopro05-restructure-design.md	169	gh pr create --title "Restructure BISOPRO-05: Relationship metrics first" --body "$(cat <<'EOF'
docs/plans/2026-02-28-bisopro05-restructure-design.md	186	)"
phase-4-continuous-improvement.md	2	title: "Phase 4: Continuous Improvement"
phase-4-continuous-improvement.md	3	description: "Continuous improvement phase addressing challenge mitigation, business evolution, core competencies, recruitment, and escalation frameworks"
phase-1-foundation.md	2	title: "Phase 1: Foundation"
phase-1-foundation.md	3	description: "Foundation phase establishing core BISO program elements including charter, problem statement, alignment model, stakeholder protocols, and success metrics"
core/06_Success_Measurement.md	2	title: "Success Measurement"
core/06_Success_Measurement.md	3	description: "Performance tracking framework with metrics, dashboards, and reporting cadences for BISO program evaluation"
core/06_Success_Measurement.md	4	parent: "Core Documents"
core/06_Success_Measurement.md	20	Most organizations try to measure BISO success with security metrics (vulnerabilities fixed, compliance scores, incidents prevented). But FS-ISAC whitepaper says: *"There are no industry-wide metrics specific to the BISO role."*
core/06_Success_Measurement.md	91	**Question:** *"On a scale of 1-5, how satisfied are you with the security partnership and support you receive from your BISO?"*
core/06_Success_Measurement.md	398	- Ask: "What's not working in our partnership?"
core/06_Success_Measurement.md	424	- Meet with business leaders: "How can we engage earlier?"
core/05_Stakeholder_Engagement.md	2	title: "Stakeholder Engagement"
core/05_Stakeholder_Engagement.md	3	description: "Engagement methodology for building and maintaining productive relationships across business and security stakeholders"
core/05_Stakeholder_Engagement.md	4	parent: "Core Documents"
core/05_Stakeholder_Engagement.md	23	FS-ISAC whitepaper emphasizes: *"There are no industry-wide metrics specific to the BISO role"* — meaning you can't measure BISO success purely by security metrics. **Trust and relationship quality are the primary indicators.**
core/05_Stakeholder_Engagement.md	69	- Say "I don't know, let me find out" instead of guessing
core/05_Stakeholder_Engagement.md	78	❌ Dismissing business concerns as "not security"
core/05_Stakeholder_Engagement.md	125	- Separate "learning moments" from "performance issues"
core/05_Stakeholder_Engagement.md	126	- Make it safe to say "I don't understand"
core/05_Stakeholder_Engagement.md	143	❌ Using security issues as "gotcha" moments
core/05_Stakeholder_Engagement.md	156	- Ask "How can I help you achieve your goals?"
core/05_Stakeholder_Engagement.md	370	### Challenge 1: "Security Always Says No"
core/05_Stakeholder_Engagement.md	375	- Stakeholders describe you as "blocker" or "gatekeeper"
core/05_Stakeholder_Engagement.md	382	- Change your language from "no" to "yes, if..."
core/05_Stakeholder_Engagement.md	385	- Say "how can we make this work?" not "this won't work"
core/05_Stakeholder_Engagement.md	388	❌ **Bad:** "We can't launch without penetration testing, that takes 3 weeks."
core/05_Stakeholder_Engagement.md	389	✅ **Good:** "Here are three options: (1) Launch in 4 weeks with pen test, (2) Launch now with enhanced monitoring and pen test after, or (3) Launch to limited users now, full launch after pen test. Which aligns with your business goals?"
core/05_Stakeholder_Engagement.md	411	✅ "I'm not an expert on Kubernetes security, so I've brought in [Cloud Security Specialist] to work with you on the container security architecture. I'll handle the business risk assessment while they dive deep technically."
core/05_Stakeholder_Engagement.md	434	✅ "I know you're focused on the Q3 product launch. Instead of a separate security meeting, can I attend your weekly product planning standup? I'll keep security updates to 5 minutes and can answer questions as they come up."
core/05_Stakeholder_Engagement.md	438	### Challenge 4: Stakeholder Sees You as "IT Security," Not Business Partner
core/05_Stakeholder_Engagement.md	443	- Asked to "just tell us the requirements"
core/05_Stakeholder_Engagement.md	457	✅ "I've been reviewing your business unit strategy and see you're focused on growing SMB market share 20% this year. Security can enable that by reducing friction in the onboarding process. Can we discuss how to balance speed-to-onboard with fraud risk?"
core/05_Stakeholder_Engagement.md	472	- [ ] Prepare: "How can I help you achieve your goals?" question
core/05_Stakeholder_Engagement.md	477	- [ ] Ask stakeholders: "What does good security partnership look like to you?"
core/02_Service_Catalog.md	2	title: "Service Catalog"
core/02_Service_Catalog.md	3	description: "Complete catalog of BISO service offerings including advisory, assessment, training, and risk management services"
core/02_Service_Catalog.md	4	parent: "Core Documents"
core/02_Service_Catalog.md	43	BISOs establish partnerships with business leaders, foster trust, and deliver strategic counsel. They act as "mini-CISOs" embedded in your business unit.
core/02_Service_Catalog.md	59	*"We're considering a mobile app. What security should we include in the business case?"*
core/02_Service_Catalog.md	60	*"Board is asking about data protection. Help me prepare the executive summary?"*
core/02_Service_Catalog.md	61	*"We want faster time-to-market. How can security enable instead of slow us down?"*
core/02_Service_Catalog.md	89	*"New cloud vendor - assess their security practices?"*
core/02_Service_Catalog.md	90	*"Competitor hit by ransomware. What's our exposure?"*
core/02_Service_Catalog.md	91	*"Launch by Q3 - what are risks and how do we mitigate?"*
core/02_Service_Catalog.md	120	*"Policy requires MFA, but field staff can't use phones at customer sites. Options?"*
core/02_Service_Catalog.md	121	*"Expanding to Europe. What are GDPR requirements?"*
core/02_Service_Catalog.md	122	*"Audit found 15 findings. Help prioritize and remediate?"*
core/02_Service_Catalog.md	151	*"New customer portal - train support team on secure data handling?"*
core/02_Service_Catalog.md	152	*"Phishing targeting financial services. What should our team watch for?"*
core/02_Service_Catalog.md	153	*"Present at monthly team meeting about our business line's security risks?"*
core/02_Service_Catalog.md	211	*"Early BISO engagement meant security requirements built into design. Launched 3 weeks ahead of schedule with no security delays."*
core/02_Service_Catalog.md	215	*"BISO identified high-risk vendor during selection, avoiding $2M contract with supplier who later suffered major breach."*
core/02_Service_Catalog.md	219	*"Working with BISO, we passed SOX audit with zero findings. BISO translated complex requirements into practical controls."*
core/07_Common_Challenges.md	2	title: "Common Challenges"
core/07_Common_Challenges.md	3	description: "Identification and resolution strategies for common challenges encountered during BISO program implementation"
core/07_Common_Challenges.md	4	parent: "Core Documents"
core/07_Common_Challenges.md	24	- Role is new and poorly understood ("What does a BISO even do?")
core/07_Common_Challenges.md	27	- "Mini-CISO" authority without full CISO power
core/07_Common_Challenges.md	41	│ 1. 🔄 Scope Creep - "You're Security, Fix This" │
core/07_Common_Challenges.md	42	│ 2. 🚪 Gatekeeper Perception - "Security Always Says No"│
core/07_Common_Challenges.md	43	│ 3. ⚖️ Authority Confusion - "Can BISOs Decide This?" │
core/07_Common_Challenges.md	44	│ 4. 🎭 Political Dynamics - "Pick a Side" │
core/07_Common_Challenges.md	45	│ 5. 🕐 Late Engagement - "Can You Review Tomorrow?" │
core/07_Common_Challenges.md	46	│ 6. 📊 Value Demonstration - "What Do BISOs Actually Do?"│
core/07_Common_Challenges.md	47	│ 7. 🔥 Burnout - "I'm Doing Three Jobs" │
core/07_Common_Challenges.md	59	- "Can you configure this firewall?" (Implementation work)
core/07_Common_Challenges.md	60	- "Can you run the penetration test?" (Security ops work)
core/07_Common_Challenges.md	61	- "Can you write this security policy?" (Policy team work)
core/07_Common_Challenges.md	62	- "Can you manage this vendor relationship?" (Procurement work)
core/07_Common_Challenges.md	66	- Business unit sees BISO as "their security person"
core/07_Common_Challenges.md	67	- BISO wants to be helpful and says "yes" too often
core/07_Common_Challenges.md	80	**Step 1: Clear "Do/Don't Do" Communication**
core/07_Common_Challenges.md	111	**Step 2: Professional "No" Framework**
core/07_Common_Challenges.md	116	❌ "That's not my job."
core/07_Common_Challenges.md	117	❌ "I'm too busy."
core/07_Common_Challenges.md	118	❌ "Talk to security operations."
core/07_Common_Challenges.md	121	✅ "That's security operations work, not BISO advisory work. Let me connect you with [Name] on the security ops team who handles firewall configurations. I'm happy to consult on the security architecture if helpful."
core/07_Common_Challenges.md	124	1. **Acknowledge request:** "I understand you need this done..."
core/07_Common_Challenges.md	125	2. **Clarify boundaries:** "That's [other team] work, not BISO advisory..."
core/07_Common_Challenges.md	126	3. **Provide alternative:** "Let me connect you with the right team..."
core/07_Common_Challenges.md	127	4. **Offer advisory support:** "I'm happy to consult on the approach..."
core/07_Common_Challenges.md	135	*"Business Unit X keeps asking me to implement firewalls and conduct pen tests. I've redirected to appropriate teams, but requests continue. Can you reinforce BISO boundaries with BU leadership?"*
core/07_Common_Challenges.md	150	- Business avoids engaging you early ("They'll just say no")
core/07_Common_Challenges.md	152	- Stakeholders describe you as "blocker" or "gatekeeper"
core/07_Common_Challenges.md	156	- BISO says "no" without offering alternatives
core/07_Common_Challenges.md	174	❌ "No, that violates policy."
core/07_Common_Challenges.md	175	❌ "That's too risky."
core/07_Common_Challenges.md	176	❌ "You can't do that."
core/07_Common_Challenges.md	177	❌ "This requires 3 weeks of pen testing first."
core/07_Common_Challenges.md	180	✅ "Here are three options with different risk/speed tradeoffs..."
core/07_Common_Challenges.md	181	✅ "We can enable this if we add monitoring and review after 30 days..."
core/07_Common_Challenges.md	182	✅ "Let's design this to meet both your timeline and security requirements..."
core/07_Common_Challenges.md	183	✅ "How can we make this work within your business constraints?"
core/07_Common_Challenges.md	193	- Ask: "What's coming up in next 90 days?"
core/07_Common_Challenges.md	194	- Offer: "Want to discuss security early while we have options?"
core/07_Common_Challenges.md	195	- Make it easy: "15-minute coffee chat to avoid surprises later"
core/07_Common_Challenges.md	210	- "Enabled Product X launch on time with embedded security"
core/07_Common_Challenges.md	211	- "Reduced security review from 3 weeks to 3 days"
core/07_Common_Challenges.md	212	- "Partnered with Business Y to launch securely in aggressive timeline"
core/07_Common_Challenges.md	230	- "Mini-CISO" concept unclear
core/07_Common_Challenges.md	236	- Decision delays while stakeholders seek "real authority"
core/07_Common_Challenges.md	290	*"Have you discussed this with your BISO? They have authority for decisions like this. Let's include them in this conversation."*
core/07_Common_Challenges.md	329	*"I understand the business pressure, and I understand the security concern. My role is to help you understand the risk so you can make an informed decision. Here are the facts..."*
core/07_Common_Challenges.md	339	- Ask: "How can BISOs make your job easier?"
core/07_Common_Challenges.md	359	*"I'm being excluded from Business Unit X planning meetings despite charter requirement. This prevents early security engagement. Can you discuss with BU leadership?"*
core/07_Common_Challenges.md	363	*"Security Operations is routing around BISO to work directly with business, creating confusion about roles. Can we clarify boundaries?"*
core/07_Common_Challenges.md	374	- "Can you review this by tomorrow?" (project launching next week)
core/07_Common_Challenges.md	397	**Create "Pre-Project Security Consultation" Ritual:**
core/07_Common_Challenges.md	404	*"15-30 minute conversation now prevents 2-3 week security review delays later. Let's discuss security while you still have design options."*
core/07_Common_Challenges.md	414	- 5-minute "security flag check" in project kickoffs
core/07_Common_Challenges.md	435	- "What do BISOs actually do all day?"
core/07_Common_Challenges.md	438	- Stakeholders saying "We don't need a BISO"
core/07_Common_Challenges.md	458	**Create "BISO Value Stories" Log:**
core/07_Common_Challenges.md	485	**Create BISO "Annual Report"**
core/07_Common_Challenges.md	509	- Perfectionism ("I must handle everything")
core/07_Common_Challenges.md	524	**Use "Tier System" for Stakeholders:**
core/07_Common_Challenges.md	607	1. Use "No" Framework (acknowledge, clarify, redirect, offer advisory)
core/07_Common_Challenges.md	608	2. Refer to "Do/Don't Do" one-pager
core/07_Common_Challenges.md	612	1. Change language to "yes, if..." and options
core/04_Role_Definitions.md	2	title: "Role Definitions"
core/04_Role_Definitions.md	3	description: "Detailed position specifications defining BISO responsibilities, qualifications, and performance expectations"
core/04_Role_Definitions.md	4	parent: "Core Documents"
core/04_Role_Definitions.md	352	- Says "I helped the business understand..." (not "I blocked the project")
core/04_Role_Definitions.md	360	- Describes stakeholders as "them" vs. "us"
core/04_Role_Definitions.md	459	*"Walk me through how you'd conduct a risk assessment for a new cloud-based customer portal. What questions would you ask the business? What security concerns would you prioritize?"*
core/04_Role_Definitions.md	471	*"Tell me about a time when you had to build trust with a skeptical business leader who viewed security as a blocker. How did you approach it? What was the outcome?"*
core/04_Role_Definitions.md	483	*"Imagine you're advising a business unit on launching a new mobile app in 6 months. Security review will take 2 weeks if started now, but the business wants to finalize features first. How do you approach this? What business factors would you consider?"*
core/04_Role_Definitions.md	489	🚩 **"I always enforce security policies strictly"** → Rigid thinking, not advisory mindset
core/04_Role_Definitions.md	490	🚩 **"Business people just don't understand security"** → Lack of empathy, poor communication
core/04_Role_Definitions.md	493	🚩 **Focuses only on saying "no"** → Not an enabler
core/index.md	2	title: "Core Documents"
core/index.md	3	description: "Core BISO program documents covering program guide, service catalog, organizational design, role definitions, and stakeholder engagement"
core/01_Program_Guide.md	2	title: "Program Guide"
core/01_Program_Guide.md	3	description: "Comprehensive program overview defining BISO mission, operating model, and organizational integration approach"
core/01_Program_Guide.md	4	parent: "Core Documents"
core/01_Program_Guide.md	26	*"The role of the BISO is not to slow down the business in favor of cybersecurity. BISOs help the business understand the risks, provide balanced decision-making, and avoid surprises."*
core/01_Program_Guide.md	77	- Ask: "Where do security and business collaboration break down?"
core/01_Program_Guide.md	357	### "How many BISOs do we need?"
core/01_Program_Guide.md	367	### "What's the investment?"
core/01_Program_Guide.md	382	### "How long until we see value?"
core/01_Program_Guide.md	400	### "What if BISOs become gatekeepers?"
core/01_Program_Guide.md	415	*"Early BISO engagement meant security requirements built into design from day one. We launched 3 weeks ahead of schedule with no security delays."*
core/01_Program_Guide.md	419	*"BISO identified high-risk vendor during selection process. We chose a different partner. That original vendor suffered a major breach 6 months later."*
core/01_Program_Guide.md	423	*"Working with our BISO, we passed SOX audit with zero security findings for the first time in 3 years."*
core/03_Organizational_Design.md	2	title: "Organizational Design"
core/03_Organizational_Design.md	3	description: "Structural framework for positioning BISOs within organizational hierarchies and governance structures"
core/03_Organizational_Design.md	4	parent: "Core Documents"
core/03_Organizational_Design.md	54	- ✅ **Independence:** BISOs can say "no" to business without career risk
core/03_Organizational_Design.md	308	**BISO acts as "mini-CISO"** for their business unit on routine matters.
core/03_Organizational_Design.md	375	- Focus on NTS and relationship metrics, not "saying yes"
core/03_Organizational_Design.md	387	- "Safety net" for difficult decisions
core/03_Organizational_Design.md	421	### "Won't dual reporting create confusion?"
core/03_Organizational_Design.md	441	### "What if CISO and business unit disagree on BISO performance?"
core/03_Organizational_Design.md	458	### "Should BISOs be physically located with business or security teams?"
core/03_Organizational_Design.md	474	### "Can BISOs report to Business Units primarily instead?"
core/03_Organizational_Design.md	494	✅ Business leaders describe BISOs as "part of the team"
phase-3-strategic-value.md	2	title: "Phase 3: Strategic Value"
phase-3-strategic-value.md	3	description: "Strategic value phase delivering business cases, risk assessments, executive frameworks, and professional development for BISO programs"
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	107	as a “mini CISO” with the autonomy to act within the bounds of approved
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	110	shifting responsibilities and “scope creep,” lack of clarity around the purpose of the
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	191	and frustrated. By translating “security and compliance speak” into meaningful
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	199	The following concepts are adapted for the BISO role from “The Trust Equation,”
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	546	risks and provide a “check and
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	547	balance” to CIOs. This can be done by
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	663	role (unless regulatory requirements prohibit the use of “officer” as it can pertain to
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	666	Governance Risk and Compliance Officer, or other “risk” related title could dilute the
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	679	operations. Ideally, the BISO is viewed as a “mini CISO,” with the autonomy to act
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	775	The BISO role contains an element of variety, which can cause “scope creep.” To avoid
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	833	supporting technology audits. Similarly, “Low Cyber Findings” could be a
BISO_ProgramRoleWhitePaper-Final.pdf(extracted)	897	“wins” of competitors.
