file	line	classification	rationale	text
deliverables/BISOPRO-05_Success_Metrics.md	2	front_matter	YAML metadata field	title: "Success Metrics Framework"
deliverables/BISOPRO-05_Success_Metrics.md	3	front_matter	YAML metadata field	description: "Relationship-first measurement system emphasizing trust, stakeholder engagement, and practical business outcomes for BISO programs"
deliverables/BISOPRO-05_Success_Metrics.md	4	front_matter	YAML metadata field	parent: "Phase 1: Foundation"
deliverables/BISOPRO-05_Success_Metrics.md	113	example_language	Quoted prose/example/dialogue	1. **Primary NTS question (0-10):** "How likely are you to recommend early BISO involvement for a major business initiative in your area?"
deliverables/BISOPRO-05_Success_Metrics.md	151	example_language	Table/example/conversational sample	**Measurement**: Annual advocacy survey and referral tracking. Includes questions such as "Have you recommended BISO involvement to a colleague this quarter?" and "Would you cite the BISO team as a positive example of security-business partnership?"
deliverables/BISOPRO-05_Success_Metrics.md	406	example_language	Quoted prose/example/dialogue	**Philosophy**: The PDF whitepaper emphasizes that "there are no industry-wide metrics specific to the BISO role" and highlights relationship-based success measures. This framework balances quantitative business metrics with qualitative relationship health indicators that better reflect the BISO's unique value proposition.
deliverables/BISOPRO-05_Success_Metrics.md	426	example_language	Quoted prose/example/dialogue	- **Target**: >75% of stakeholders view BISO as "business partner with security expertise"
deliverables/BISOPRO-05_Success_Metrics.md	622	example_language	Quoted prose/example/dialogue	│ │ Security as Enabler: 74% G | Recent Comments: "Excellent support!" │ │
deliverables/BISOPRO-05_Success_Metrics.md	938	example_language	Quoted prose/example/dialogue	- **Scenario Planning**: Automated "what-if" analysis for strategic decisions
deliverables/BISOPRO-05_Success_Metrics.md	1018	example_language	Quoted prose/example/dialogue	- "Which metrics most influence your business decisions?"
deliverables/BISOPRO-05_Success_Metrics.md	1019	example_language	Quoted prose/example/dialogue	- "What security-related business outcomes are we not measuring?"
deliverables/BISOPRO-05_Success_Metrics.md	1020	example_language	Quoted prose/example/dialogue	- "How could we make these metrics more actionable for your team?"
deliverables/BISOPRO-05_Success_Metrics.md	1021	example_language	Quoted prose/example/dialogue	- "What additional context would make these metrics more valuable?"
deliverables/BISOPRO-23_Core_Competencies_Development.md	2	front_matter	YAML metadata field	title: "Core Competencies Development"
deliverables/BISOPRO-23_Core_Competencies_Development.md	3	front_matter	YAML metadata field	description: "Competency development framework defining essential skills and knowledge areas for effective BISO practitioners"
deliverables/BISOPRO-23_Core_Competencies_Development.md	4	front_matter	YAML metadata field	parent: "Phase 4: Continuous Improvement"
deliverables/BISOPRO-04_Stakeholder_Engagement_Protocols.md	2	front_matter	YAML metadata field	title: "Stakeholder Engagement Protocols"
deliverables/BISOPRO-04_Stakeholder_Engagement_Protocols.md	3	front_matter	YAML metadata field	description: "Structured communication and engagement protocols for BISO interactions with executives, business units, and security teams"
deliverables/BISOPRO-04_Stakeholder_Engagement_Protocols.md	4	front_matter	YAML metadata field	parent: "Phase 1: Foundation"
deliverables/BISOPRO-04_Stakeholder_Engagement_Protocols.md	462	example_language	Quoted prose/example/dialogue	☐ Ask "how can I help you succeed?" in every engagement
deliverables/BISOPRO-20_Professional_Development_Framework.md	2	front_matter	YAML metadata field	title: "Professional Development Framework"
deliverables/BISOPRO-20_Professional_Development_Framework.md	3	front_matter	YAML metadata field	description: "Career development pathways and professional growth framework for BISO practitioners at all experience levels"
deliverables/BISOPRO-20_Professional_Development_Framework.md	4	front_matter	YAML metadata field	parent: "Phase 3: Strategic Value"
deliverables/BISOPRO-13_Executive_Briefing_Framework.md	2	front_matter	YAML metadata field	title: "Executive Briefing Framework"
deliverables/BISOPRO-13_Executive_Briefing_Framework.md	3	front_matter	YAML metadata field	description: "Executive communication framework for presenting security posture, risk status, and program value to senior leadership"
deliverables/BISOPRO-13_Executive_Briefing_Framework.md	4	front_matter	YAML metadata field	parent: "Phase 3: Strategic Value"
deliverables/BISOPRO-13_Executive_Briefing_Framework.md	178	example_language	Quoted prose/example/dialogue	│ │ • Regulatory Positioning: "Best Practice" recognition from examiners │ │
deliverables/BISOPRO-13_Executive_Briefing_Framework.md	215	example_language	Quoted prose/example/dialogue	- "Best Practice" regulatory recognition from federal examiners
deliverables/BISOPRO-13_Executive_Briefing_Framework.md	278	example_language	Quoted prose/example/dialogue	│ │ • Regulatory Excellence: "Best Practice" examiner recognition │ │
deliverables/BISOPRO-18_Independence_Framework.md	2	front_matter	YAML metadata field	title: "Independence Framework"
deliverables/BISOPRO-18_Independence_Framework.md	3	front_matter	YAML metadata field	description: "Framework ensuring BISO objectivity and independence while maintaining collaborative business unit relationships"
deliverables/BISOPRO-18_Independence_Framework.md	4	front_matter	YAML metadata field	parent: "Phase 3: Strategic Value"
deliverables/BISOPRO-22_Business_Evolution_Framework.md	2	front_matter	YAML metadata field	title: "Business Evolution Framework"
deliverables/BISOPRO-22_Business_Evolution_Framework.md	3	front_matter	YAML metadata field	description: "Adaptive framework ensuring BISO programs evolve with changing business conditions and emerging security threats"
deliverables/BISOPRO-22_Business_Evolution_Framework.md	4	front_matter	YAML metadata field	parent: "Phase 4: Continuous Improvement"
deliverables/BISOPRO-03_Alignment_Model_Analysis.md	2	front_matter	YAML metadata field	title: "Alignment Model Analysis"
deliverables/BISOPRO-03_Alignment_Model_Analysis.md	3	front_matter	YAML metadata field	description: "Framework for aligning security objectives with business strategy through structured organizational integration"
deliverables/BISOPRO-03_Alignment_Model_Analysis.md	4	front_matter	YAML metadata field	parent: "Phase 1: Foundation"
deliverables/BISOPRO-14_Executive_Sponsorship_Plan.md	2	front_matter	YAML metadata field	title: "Executive Sponsorship Plan"
deliverables/BISOPRO-14_Executive_Sponsorship_Plan.md	3	front_matter	YAML metadata field	description: "Strategy for securing and maintaining executive sponsorship essential for BISO program success and organizational influence"
deliverables/BISOPRO-14_Executive_Sponsorship_Plan.md	4	front_matter	YAML metadata field	parent: "Phase 3: Strategic Value"
deliverables/BISOPRO-14_Executive_Sponsorship_Plan.md	225	example_language	Quoted prose/example/dialogue	│ │ "BISO program delivers competitive advantage through: │ │
deliverables/BISOPRO-14_Executive_Sponsorship_Plan.md	228	example_language	Quoted prose/example/dialogue	│ │ • Industry leadership position in security maturity" │ │
deliverables/BISOPRO-14_Executive_Sponsorship_Plan.md	470	example_language	Quoted prose/example/dialogue	- Regulatory relationship enhancement ("gold standard" program)
deliverables/BISOPRO-08_Job_Descriptions.md	2	front_matter	YAML metadata field	title: "Job Descriptions"
deliverables/BISOPRO-08_Job_Descriptions.md	3	front_matter	YAML metadata field	description: "Role specifications, competency requirements, and career progression frameworks for BISO positions"
deliverables/BISOPRO-08_Job_Descriptions.md	4	front_matter	YAML metadata field	parent: "Phase 2: Structure"
deliverables/BISOPRO-08_Job_Descriptions.md	276	example_language	Quoted prose/example/dialogue	- Becoming the "catch-all" for miscellaneous IT or compliance tasks
deliverables/BISOPRO-08_Job_Descriptions.md	542	example_language	Quoted prose/example/dialogue	□ Q1: "Describe a complex security architecture you've designed or reviewed."
deliverables/BISOPRO-08_Job_Descriptions.md	546	example_language	Quoted prose/example/dialogue	□ Q2: "Walk me through your approach to risk assessment for a new business initiative."
deliverables/BISOPRO-08_Job_Descriptions.md	550	example_language	Quoted prose/example/dialogue	□ Q3: "How would you handle a security exception request from a business unit?"
deliverables/BISOPRO-08_Job_Descriptions.md	555	example_language	Quoted prose/example/dialogue	□ Present: "Your business unit wants to implement a new cloud-based customer platform..."
deliverables/BISOPRO-07_Reporting_Structure.md	2	front_matter	YAML metadata field	title: "Reporting Structure"
deliverables/BISOPRO-07_Reporting_Structure.md	3	front_matter	YAML metadata field	description: "Organizational reporting lines and communication channels for BISO program integration across business units"
deliverables/BISOPRO-07_Reporting_Structure.md	4	front_matter	YAML metadata field	parent: "Phase 2: Structure"
deliverables/BISOPRO-07_Reporting_Structure.md	14	example_language	Quoted prose/example/dialogue	**Mission**: Establish dual-reporting BISO structure that balances security independence with business integration, creating "mini CISO" leaders who maintain objectivity while driving business-aligned security outcomes.
deliverables/BISOPRO-07_Reporting_Structure.md	42	example_language	Quoted prose/example/dialogue	- [Authority Framework](#authority-framework) - "Mini CISO" authority model and decision rights
deliverables/BISOPRO-07_Reporting_Structure.md	64	example_language	Quoted prose/example/dialogue	3. **Clear Authority**: Establish sufficient authority to act effectively as "mini CISO" per [Authority Framework](./BISOPRO-06_Authority_Framework.md#mini-ciso-concept)
deliverables/BISOPRO-07_Reporting_Structure.md	236	example_language	Quoted prose/example/dialogue	### "Mini CISO" Authority Model
deliverables/BISOPRO-01_Charter.md	2	front_matter	YAML metadata field	title: "BISO Program Charter"
deliverables/BISOPRO-01_Charter.md	3	front_matter	YAML metadata field	description: "Program authorization and governance framework establishing mission, scope, and authority for BISO implementation"
deliverables/BISOPRO-01_Charter.md	4	front_matter	YAML metadata field	parent: "Phase 1: Foundation"
deliverables/BISOPRO-19_Training_Development_Programs.md	2	front_matter	YAML metadata field	title: "Training & Development Programs"
deliverables/BISOPRO-19_Training_Development_Programs.md	3	front_matter	YAML metadata field	description: "Comprehensive training program design for developing BISO capabilities across technical and business competencies"
deliverables/BISOPRO-19_Training_Development_Programs.md	4	front_matter	YAML metadata field	parent: "Phase 3: Strategic Value"
README.md	2	front_matter	YAML metadata field	title: "FS-ISAC BISO Program"
README.md	3	front_matter	YAML metadata field	description: "Complete implementation framework with 30 interconnected documents for Business Information Security Officers in financial services"
README.md	10	example_language	Quoted prose/example/dialogue	## 🎯 **"BISO Program in a Box"**
core/06_Success_Measurement.md	2	front_matter	YAML metadata field	title: "Success Measurement"
core/06_Success_Measurement.md	3	front_matter	YAML metadata field	description: "Performance tracking framework with metrics, dashboards, and reporting cadences for BISO program evaluation"
core/06_Success_Measurement.md	4	front_matter	YAML metadata field	parent: "Core Documents"
core/06_Success_Measurement.md	20	direct_citation_candidate	Looks like claimed/attributed quotation	Most organizations try to measure BISO success with security metrics (vulnerabilities fixed, compliance scores, incidents prevented). But FS-ISAC whitepaper says: *"There are no industry-wide metrics specific to the BISO role."*
core/06_Success_Measurement.md	91	example_language	Quoted prose/example/dialogue	**Question:** *"On a scale of 1-5, how satisfied are you with the security partnership and support you receive from your BISO?"*
core/06_Success_Measurement.md	398	example_language	Table/example/conversational sample	- Ask: "What's not working in our partnership?"
core/06_Success_Measurement.md	424	example_language	Quoted prose/example/dialogue	- Meet with business leaders: "How can we engage earlier?"
core/05_Stakeholder_Engagement.md	2	front_matter	YAML metadata field	title: "Stakeholder Engagement"
core/05_Stakeholder_Engagement.md	3	front_matter	YAML metadata field	description: "Engagement methodology for building and maintaining productive relationships across business and security stakeholders"
core/05_Stakeholder_Engagement.md	4	front_matter	YAML metadata field	parent: "Core Documents"
core/05_Stakeholder_Engagement.md	23	direct_citation_candidate	Looks like claimed/attributed quotation	FS-ISAC whitepaper emphasizes: *"There are no industry-wide metrics specific to the BISO role"* — meaning you can't measure BISO success purely by security metrics. **Trust and relationship quality are the primary indicators.**
core/05_Stakeholder_Engagement.md	69	example_language	Quoted prose/example/dialogue	- Say "I don't know, let me find out" instead of guessing
core/05_Stakeholder_Engagement.md	78	example_language	Quoted prose/example/dialogue	❌ Dismissing business concerns as "not security"
core/05_Stakeholder_Engagement.md	125	example_language	Quoted prose/example/dialogue	- Separate "learning moments" from "performance issues"
core/05_Stakeholder_Engagement.md	126	example_language	Quoted prose/example/dialogue	- Make it safe to say "I don't understand"
core/05_Stakeholder_Engagement.md	143	example_language	Quoted prose/example/dialogue	❌ Using security issues as "gotcha" moments
core/05_Stakeholder_Engagement.md	156	example_language	Quoted prose/example/dialogue	- Ask "How can I help you achieve your goals?"
core/05_Stakeholder_Engagement.md	370	example_language	Quoted prose/example/dialogue	### Challenge 1: "Security Always Says No"
core/05_Stakeholder_Engagement.md	375	example_language	Quoted prose/example/dialogue	- Stakeholders describe you as "blocker" or "gatekeeper"
core/05_Stakeholder_Engagement.md	382	example_language	Quoted prose/example/dialogue	- Change your language from "no" to "yes, if..."
core/05_Stakeholder_Engagement.md	385	example_language	Quoted prose/example/dialogue	- Say "how can we make this work?" not "this won't work"
core/05_Stakeholder_Engagement.md	388	example_language	Quoted prose/example/dialogue	❌ **Bad:** "We can't launch without penetration testing, that takes 3 weeks."
core/05_Stakeholder_Engagement.md	389	example_language	Quoted prose/example/dialogue	✅ **Good:** "Here are three options: (1) Launch in 4 weeks with pen test, (2) Launch now with enhanced monitoring and pen test after, or (3) Launch to limited users now, full launch after pen test. Which aligns with your business goals?"
core/05_Stakeholder_Engagement.md	411	example_language	Quoted prose/example/dialogue	✅ "I'm not an expert on Kubernetes security, so I've brought in [Cloud Security Specialist] to work with you on the container security architecture. I'll handle the business risk assessment while they dive deep technically."
core/05_Stakeholder_Engagement.md	434	example_language	Quoted prose/example/dialogue	✅ "I know you're focused on the Q3 product launch. Instead of a separate security meeting, can I attend your weekly product planning standup? I'll keep security updates to 5 minutes and can answer questions as they come up."
core/05_Stakeholder_Engagement.md	438	example_language	Quoted prose/example/dialogue	### Challenge 4: Stakeholder Sees You as "IT Security," Not Business Partner
core/05_Stakeholder_Engagement.md	443	example_language	Quoted prose/example/dialogue	- Asked to "just tell us the requirements"
core/05_Stakeholder_Engagement.md	457	example_language	Quoted prose/example/dialogue	✅ "I've been reviewing your business unit strategy and see you're focused on growing SMB market share 20% this year. Security can enable that by reducing friction in the onboarding process. Can we discuss how to balance speed-to-onboard with fraud risk?"
core/05_Stakeholder_Engagement.md	472	example_language	Quoted prose/example/dialogue	- [ ] Prepare: "How can I help you achieve your goals?" question
core/05_Stakeholder_Engagement.md	477	example_language	Quoted prose/example/dialogue	- [ ] Ask stakeholders: "What does good security partnership look like to you?"
core/02_Service_Catalog.md	2	front_matter	YAML metadata field	title: "Service Catalog"
core/02_Service_Catalog.md	3	front_matter	YAML metadata field	description: "Complete catalog of BISO service offerings including advisory, assessment, training, and risk management services"
core/02_Service_Catalog.md	4	front_matter	YAML metadata field	parent: "Core Documents"
core/02_Service_Catalog.md	43	example_language	Quoted prose/example/dialogue	BISOs establish partnerships with business leaders, foster trust, and deliver strategic counsel. They act as "mini-CISOs" embedded in your business unit.
core/02_Service_Catalog.md	59	direct_citation_candidate	Looks like claimed/attributed quotation	*"We're considering a mobile app. What security should we include in the business case?"*
core/02_Service_Catalog.md	60	direct_citation_candidate	Looks like claimed/attributed quotation	*"Board is asking about data protection. Help me prepare the executive summary?"*
core/02_Service_Catalog.md	61	direct_citation_candidate	Looks like claimed/attributed quotation	*"We want faster time-to-market. How can security enable instead of slow us down?"*
core/02_Service_Catalog.md	89	direct_citation_candidate	Looks like claimed/attributed quotation	*"New cloud vendor - assess their security practices?"*
core/02_Service_Catalog.md	90	direct_citation_candidate	Looks like claimed/attributed quotation	*"Competitor hit by ransomware. What's our exposure?"*
core/02_Service_Catalog.md	91	direct_citation_candidate	Looks like claimed/attributed quotation	*"Launch by Q3 - what are risks and how do we mitigate?"*
core/02_Service_Catalog.md	120	direct_citation_candidate	Looks like claimed/attributed quotation	*"Policy requires MFA, but field staff can't use phones at customer sites. Options?"*
core/02_Service_Catalog.md	121	direct_citation_candidate	Looks like claimed/attributed quotation	*"Expanding to Europe. What are GDPR requirements?"*
core/02_Service_Catalog.md	122	direct_citation_candidate	Looks like claimed/attributed quotation	*"Audit found 15 findings. Help prioritize and remediate?"*
core/02_Service_Catalog.md	151	direct_citation_candidate	Looks like claimed/attributed quotation	*"New customer portal - train support team on secure data handling?"*
core/02_Service_Catalog.md	152	direct_citation_candidate	Looks like claimed/attributed quotation	*"Phishing targeting financial services. What should our team watch for?"*
core/02_Service_Catalog.md	153	direct_citation_candidate	Looks like claimed/attributed quotation	*"Present at monthly team meeting about our business line's security risks?"*
core/02_Service_Catalog.md	211	direct_citation_candidate	Looks like claimed/attributed quotation	*"Early BISO engagement meant security requirements built into design. Launched 3 weeks ahead of schedule with no security delays."*
core/02_Service_Catalog.md	215	direct_citation_candidate	Looks like claimed/attributed quotation	*"BISO identified high-risk vendor during selection, avoiding $2M contract with supplier who later suffered major breach."*
core/02_Service_Catalog.md	219	direct_citation_candidate	Looks like claimed/attributed quotation	*"Working with BISO, we passed SOX audit with zero findings. BISO translated complex requirements into practical controls."*
core/07_Common_Challenges.md	2	front_matter	YAML metadata field	title: "Common Challenges"
core/07_Common_Challenges.md	3	front_matter	YAML metadata field	description: "Identification and resolution strategies for common challenges encountered during BISO program implementation"
core/07_Common_Challenges.md	4	front_matter	YAML metadata field	parent: "Core Documents"
core/07_Common_Challenges.md	24	example_language	Quoted prose/example/dialogue	- Role is new and poorly understood ("What does a BISO even do?")
core/07_Common_Challenges.md	27	example_language	Quoted prose/example/dialogue	- "Mini-CISO" authority without full CISO power
core/07_Common_Challenges.md	41	example_language	Quoted prose/example/dialogue	│ 1. 🔄 Scope Creep - "You're Security, Fix This" │
core/07_Common_Challenges.md	42	example_language	Quoted prose/example/dialogue	│ 2. 🚪 Gatekeeper Perception - "Security Always Says No"│
core/07_Common_Challenges.md	43	example_language	Quoted prose/example/dialogue	│ 3. ⚖️ Authority Confusion - "Can BISOs Decide This?" │
core/07_Common_Challenges.md	44	example_language	Quoted prose/example/dialogue	│ 4. 🎭 Political Dynamics - "Pick a Side" │
core/07_Common_Challenges.md	45	example_language	Quoted prose/example/dialogue	│ 5. 🕐 Late Engagement - "Can You Review Tomorrow?" │
core/07_Common_Challenges.md	46	example_language	Quoted prose/example/dialogue	│ 6. 📊 Value Demonstration - "What Do BISOs Actually Do?"│
core/07_Common_Challenges.md	47	example_language	Quoted prose/example/dialogue	│ 7. 🔥 Burnout - "I'm Doing Three Jobs" │
core/07_Common_Challenges.md	59	example_language	Quoted prose/example/dialogue	- "Can you configure this firewall?" (Implementation work)
core/07_Common_Challenges.md	60	example_language	Quoted prose/example/dialogue	- "Can you run the penetration test?" (Security ops work)
core/07_Common_Challenges.md	61	example_language	Quoted prose/example/dialogue	- "Can you write this security policy?" (Policy team work)
core/07_Common_Challenges.md	62	example_language	Quoted prose/example/dialogue	- "Can you manage this vendor relationship?" (Procurement work)
core/07_Common_Challenges.md	66	example_language	Quoted prose/example/dialogue	- Business unit sees BISO as "their security person"
core/07_Common_Challenges.md	67	example_language	Quoted prose/example/dialogue	- BISO wants to be helpful and says "yes" too often
core/07_Common_Challenges.md	80	example_language	Quoted prose/example/dialogue	**Step 1: Clear "Do/Don't Do" Communication**
core/07_Common_Challenges.md	111	example_language	Quoted prose/example/dialogue	**Step 2: Professional "No" Framework**
core/07_Common_Challenges.md	116	example_language	Quoted prose/example/dialogue	❌ "That's not my job."
core/07_Common_Challenges.md	117	example_language	Quoted prose/example/dialogue	❌ "I'm too busy."
core/07_Common_Challenges.md	118	example_language	Quoted prose/example/dialogue	❌ "Talk to security operations."
core/07_Common_Challenges.md	121	example_language	Quoted prose/example/dialogue	✅ "That's security operations work, not BISO advisory work. Let me connect you with [Name] on the security ops team who handles firewall configurations. I'm happy to consult on the security architecture if helpful."
core/07_Common_Challenges.md	124	example_language	Quoted prose/example/dialogue	1. **Acknowledge request:** "I understand you need this done..."
core/07_Common_Challenges.md	125	example_language	Quoted prose/example/dialogue	2. **Clarify boundaries:** "That's [other team] work, not BISO advisory..."
core/07_Common_Challenges.md	126	example_language	Quoted prose/example/dialogue	3. **Provide alternative:** "Let me connect you with the right team..."
core/07_Common_Challenges.md	127	example_language	Quoted prose/example/dialogue	4. **Offer advisory support:** "I'm happy to consult on the approach..."
core/07_Common_Challenges.md	135	direct_citation_candidate	Looks like claimed/attributed quotation	*"Business Unit X keeps asking me to implement firewalls and conduct pen tests. I've redirected to appropriate teams, but requests continue. Can you reinforce BISO boundaries with BU leadership?"*
core/07_Common_Challenges.md	150	example_language	Quoted prose/example/dialogue	- Business avoids engaging you early ("They'll just say no")
core/07_Common_Challenges.md	152	example_language	Quoted prose/example/dialogue	- Stakeholders describe you as "blocker" or "gatekeeper"
core/07_Common_Challenges.md	156	example_language	Quoted prose/example/dialogue	- BISO says "no" without offering alternatives
core/07_Common_Challenges.md	174	example_language	Quoted prose/example/dialogue	❌ "No, that violates policy."
core/07_Common_Challenges.md	175	example_language	Quoted prose/example/dialogue	❌ "That's too risky."
core/07_Common_Challenges.md	176	example_language	Quoted prose/example/dialogue	❌ "You can't do that."
core/07_Common_Challenges.md	177	example_language	Quoted prose/example/dialogue	❌ "This requires 3 weeks of pen testing first."
core/07_Common_Challenges.md	180	example_language	Quoted prose/example/dialogue	✅ "Here are three options with different risk/speed tradeoffs..."
core/07_Common_Challenges.md	181	example_language	Quoted prose/example/dialogue	✅ "We can enable this if we add monitoring and review after 30 days..."
core/07_Common_Challenges.md	182	example_language	Quoted prose/example/dialogue	✅ "Let's design this to meet both your timeline and security requirements..."
core/07_Common_Challenges.md	183	example_language	Quoted prose/example/dialogue	✅ "How can we make this work within your business constraints?"
core/07_Common_Challenges.md	193	example_language	Table/example/conversational sample	- Ask: "What's coming up in next 90 days?"
core/07_Common_Challenges.md	194	example_language	Quoted prose/example/dialogue	- Offer: "Want to discuss security early while we have options?"
core/07_Common_Challenges.md	195	example_language	Quoted prose/example/dialogue	- Make it easy: "15-minute coffee chat to avoid surprises later"
core/07_Common_Challenges.md	210	example_language	Quoted prose/example/dialogue	- "Enabled Product X launch on time with embedded security"
core/07_Common_Challenges.md	211	example_language	Quoted prose/example/dialogue	- "Reduced security review from 3 weeks to 3 days"
core/07_Common_Challenges.md	212	example_language	Quoted prose/example/dialogue	- "Partnered with Business Y to launch securely in aggressive timeline"
core/07_Common_Challenges.md	230	example_language	Quoted prose/example/dialogue	- "Mini-CISO" concept unclear
core/07_Common_Challenges.md	236	example_language	Quoted prose/example/dialogue	- Decision delays while stakeholders seek "real authority"
core/07_Common_Challenges.md	290	direct_citation_candidate	Looks like claimed/attributed quotation	*"Have you discussed this with your BISO? They have authority for decisions like this. Let's include them in this conversation."*
core/07_Common_Challenges.md	329	direct_citation_candidate	Looks like claimed/attributed quotation	*"I understand the business pressure, and I understand the security concern. My role is to help you understand the risk so you can make an informed decision. Here are the facts..."*
core/07_Common_Challenges.md	339	example_language	Table/example/conversational sample	- Ask: "How can BISOs make your job easier?"
core/07_Common_Challenges.md	359	direct_citation_candidate	Looks like claimed/attributed quotation	*"I'm being excluded from Business Unit X planning meetings despite charter requirement. This prevents early security engagement. Can you discuss with BU leadership?"*
core/07_Common_Challenges.md	363	direct_citation_candidate	Looks like claimed/attributed quotation	*"Security Operations is routing around BISO to work directly with business, creating confusion about roles. Can we clarify boundaries?"*
core/07_Common_Challenges.md	374	example_language	Quoted prose/example/dialogue	- "Can you review this by tomorrow?" (project launching next week)
core/07_Common_Challenges.md	397	example_language	Quoted prose/example/dialogue	**Create "Pre-Project Security Consultation" Ritual:**
core/07_Common_Challenges.md	404	direct_citation_candidate	Looks like claimed/attributed quotation	*"15-30 minute conversation now prevents 2-3 week security review delays later. Let's discuss security while you still have design options."*
core/07_Common_Challenges.md	414	example_language	Quoted prose/example/dialogue	- 5-minute "security flag check" in project kickoffs
core/07_Common_Challenges.md	435	example_language	Quoted prose/example/dialogue	- "What do BISOs actually do all day?"
core/07_Common_Challenges.md	438	example_language	Quoted prose/example/dialogue	- Stakeholders saying "We don't need a BISO"
core/07_Common_Challenges.md	458	example_language	Quoted prose/example/dialogue	**Create "BISO Value Stories" Log:**
core/07_Common_Challenges.md	485	example_language	Quoted prose/example/dialogue	**Create BISO "Annual Report"**
core/07_Common_Challenges.md	509	example_language	Quoted prose/example/dialogue	- Perfectionism ("I must handle everything")
core/07_Common_Challenges.md	524	example_language	Quoted prose/example/dialogue	**Use "Tier System" for Stakeholders:**
core/07_Common_Challenges.md	607	example_language	Quoted prose/example/dialogue	1. Use "No" Framework (acknowledge, clarify, redirect, offer advisory)
core/07_Common_Challenges.md	608	example_language	Quoted prose/example/dialogue	2. Refer to "Do/Don't Do" one-pager
core/07_Common_Challenges.md	612	example_language	Quoted prose/example/dialogue	1. Change language to "yes, if..." and options
core/04_Role_Definitions.md	2	front_matter	YAML metadata field	title: "Role Definitions"
core/04_Role_Definitions.md	3	front_matter	YAML metadata field	description: "Detailed position specifications defining BISO responsibilities, qualifications, and performance expectations"
core/04_Role_Definitions.md	4	front_matter	YAML metadata field	parent: "Core Documents"
core/04_Role_Definitions.md	352	example_language	Quoted prose/example/dialogue	- Says "I helped the business understand..." (not "I blocked the project")
core/04_Role_Definitions.md	360	example_language	Quoted prose/example/dialogue	- Describes stakeholders as "them" vs. "us"
core/04_Role_Definitions.md	459	direct_citation_candidate	Looks like claimed/attributed quotation	*"Walk me through how you'd conduct a risk assessment for a new cloud-based customer portal. What questions would you ask the business? What security concerns would you prioritize?"*
core/04_Role_Definitions.md	471	direct_citation_candidate	Looks like claimed/attributed quotation	*"Tell me about a time when you had to build trust with a skeptical business leader who viewed security as a blocker. How did you approach it? What was the outcome?"*
core/04_Role_Definitions.md	483	direct_citation_candidate	Looks like claimed/attributed quotation	*"Imagine you're advising a business unit on launching a new mobile app in 6 months. Security review will take 2 weeks if started now, but the business wants to finalize features first. How do you approach this? What business factors would you consider?"*
core/04_Role_Definitions.md	489	example_language	Quoted prose/example/dialogue	🚩 **"I always enforce security policies strictly"** → Rigid thinking, not advisory mindset
core/04_Role_Definitions.md	490	example_language	Quoted prose/example/dialogue	🚩 **"Business people just don't understand security"** → Lack of empathy, poor communication
core/04_Role_Definitions.md	493	example_language	Quoted prose/example/dialogue	🚩 **Focuses only on saying "no"** → Not an enabler
core/index.md	2	front_matter	YAML metadata field	title: "Core Documents"
core/index.md	3	front_matter	YAML metadata field	description: "Core BISO program documents covering program guide, service catalog, organizational design, role definitions, and stakeholder engagement"
core/01_Program_Guide.md	2	front_matter	YAML metadata field	title: "Program Guide"
core/01_Program_Guide.md	3	front_matter	YAML metadata field	description: "Comprehensive program overview defining BISO mission, operating model, and organizational integration approach"
core/01_Program_Guide.md	4	front_matter	YAML metadata field	parent: "Core Documents"
core/01_Program_Guide.md	26	direct_citation_candidate	Looks like claimed/attributed quotation	*"The role of the BISO is not to slow down the business in favor of cybersecurity. BISOs help the business understand the risks, provide balanced decision-making, and avoid surprises."*
core/01_Program_Guide.md	77	example_language	Table/example/conversational sample	- Ask: "Where do security and business collaboration break down?"
core/01_Program_Guide.md	357	example_language	Quoted prose/example/dialogue	### "How many BISOs do we need?"
core/01_Program_Guide.md	367	example_language	Quoted prose/example/dialogue	### "What's the investment?"
core/01_Program_Guide.md	382	example_language	Quoted prose/example/dialogue	### "How long until we see value?"
core/01_Program_Guide.md	400	example_language	Quoted prose/example/dialogue	### "What if BISOs become gatekeepers?"
core/01_Program_Guide.md	415	direct_citation_candidate	Looks like claimed/attributed quotation	*"Early BISO engagement meant security requirements built into design from day one. We launched 3 weeks ahead of schedule with no security delays."*
core/01_Program_Guide.md	419	direct_citation_candidate	Looks like claimed/attributed quotation	*"BISO identified high-risk vendor during selection process. We chose a different partner. That original vendor suffered a major breach 6 months later."*
core/01_Program_Guide.md	423	direct_citation_candidate	Looks like claimed/attributed quotation	*"Working with our BISO, we passed SOX audit with zero security findings for the first time in 3 years."*
core/03_Organizational_Design.md	2	front_matter	YAML metadata field	title: "Organizational Design"
core/03_Organizational_Design.md	3	front_matter	YAML metadata field	description: "Structural framework for positioning BISOs within organizational hierarchies and governance structures"
core/03_Organizational_Design.md	4	front_matter	YAML metadata field	parent: "Core Documents"
core/03_Organizational_Design.md	54	example_language	Quoted prose/example/dialogue	- ✅ **Independence:** BISOs can say "no" to business without career risk
core/03_Organizational_Design.md	308	example_language	Quoted prose/example/dialogue	**BISO acts as "mini-CISO"** for their business unit on routine matters.
core/03_Organizational_Design.md	375	example_language	Quoted prose/example/dialogue	- Focus on NTS and relationship metrics, not "saying yes"
core/03_Organizational_Design.md	387	example_language	Quoted prose/example/dialogue	- "Safety net" for difficult decisions
